Year,State,TOTAL_BALLOTS,VAP,NONCITIZEN_PCT,INELIGIBLE_PRISON,INELIGIBLE_PROBATION,INELIGIBLE_PAROLE,INELIGIBLE_FELONS_TOTAL,VEP,VEP_TURNOUT_RATE,VAP_TURNOUT_RATE
1980,Iowa,1314258,2093321,0.70%,"2,481","8,815",639,"7,528","2,071,140",63.46%,62.78%
1980,Kansas,,1726471,1.10%,"2,494",0,0,"2,494","1,704,986",,
1980,Kentucky,,2592185,0.50%,"3,588","12,400","8,120","17,908","2,561,316",,
1980,Louisiana,,2910776,1.10%,"8,889",0,0,"8,889","2,869,868",,
1980,Maine,,810240,1.30%,0,0,0,0,"799,707",,
1980,Maryland,1557709,3081409,2.70%,"7,731","41,661","6,436","34,998","2,963,213",52.57%,50.55%
1980,Massachusetts,2566807,4281265,4.00%,0,0,0,0,"4,110,014",62.45%,59.95%
1980,Michigan,3978647,6514790,1.90%,"15,124",0,0,"15,124","6,375,885",62.40%,61.07%
1980,Minnesota,2079451,2929927,1.00%,"2,001","27,000","1,534","17,035","2,883,593",72.11%,70.97%
1980,Mississippi,,1719825,0.40%,"3,902","4,864","2,292","8,626","1,704,320",,
1980,Missouri,,3571609,0.70%,"5,726","17,400","2,395","16,821","3,529,787",,
1980,Montana,371976,559165,0.70%,739,0,0,739,"554,512",67.08%,66.52%
1980,Nebraska,651281,1129653,0.80%,"1,446","7,980",292,"5,728","1,114,888",58.42%,57.65%
1980,Nevada,297318,602463,4.00%,"1,839","4,989","1,052","5,386","572,978",51.89%,49.35%
1980,New Hampshire,402415,671558,1.60%,326,0,0,326,"660,487",60.93%,59.92%
1980,New Jersey,2999879,5420255,4.90%,"5,884","29,239","8,911","29,415","5,125,248",58.53%,55.35%
1980,New Mexico,464848,897946,2.30%,"1,279","2,794",884,"3,560","873,733",53.20%,51.77%
1980,New York,6359218,12932357,6.80%,"21,815",0,"19,652","41,467","12,011,490",52.94%,49.17%
1980,North Carolina,,4272156,0.70%,"15,513","36,467","6,496","40,243","4,202,008",,
1980,North Dakota,314525,465447,0.60%,253,0,0,253,"462,401",68.02%,67.57%
1980,Ohio,4378937,7732705,1.10%,"13,489",0,0,"13,489","7,634,156",57.36%,56.63%
1980,Oklahoma,1172303,2201257,1.10%,"4,796","14,360","2,232","14,208","2,162,835",54.20%,53.26%
1980,Oregon,1209691,1925651,2.20%,"3,177",0,0,"3,177","1,880,110",64.34%,62.82%
1980,Pennsylvania,,8774885,1.20%,"8,171",0,0,"8,171","8,661,415",,
1980,Rhode Island,423349,709692,4.30%,813,"5,501",257,"3,821","675,354",62.69%,59.65%
1980,South Carolina,922397,2212354,0.60%,"7,862","20,589","3,124","21,281","2,177,799",42.35%,41.69%
1980,South Dakota,,486893,0.40%,635,0,0,635,"484,310",,
1980,Tennessee,,3318036,0.50%,"7,022","9,130","3,097","14,684","3,286,762",,
1980,Texas,,10120613,4.30%,"29,892","131,996","17,235","113,125","9,572,302",,
1980,Utah,609691,934767,2.10%,0,0,0,0,"915,137",66.62%,65.22%
1980,Vermont,215500,369147,1.60%,0,0,0,0,"363,241",59.33%,58.38%
1980,Virginia,,3927383,2.00%,"8,920","11,463","4,783","19,435","3,829,400",,
1980,Washington,1772904,3037193,2.90%,"4,399","12,527","14,669","25,332","2,923,782",60.64%,58.37%
1980,West Virginia,742150,1396595,0.50%,"1,257","2,650",475,"3,057","1,386,555",53.52%,53.14%
1980,Wisconsin,,3371087,1.00%,"3,980","19,088","2,639","16,163","3,321,213",,
1980,Wyoming,181004,330784,0.90%,534,940,154,"1,158","326,649",55.41%,54.72%
